distance_km,restaurant_rating,weather,time_of_day,delivery_speed_kmph,active_orders_queue,restaurant_prep_time_min,traffic_level,area_type,delivery_time_minutes
14.4,3.2,sunny,off-peak,21.73,13,34,medium,suburban,96
7.79,3.9,sunny,peak,25.95,13,33,medium,urban,74
8.32,3.7,sunny,peak,22.92,11,23,low,rural,62
11.01,4.7,sunny,peak,10.29,4,7,medium,urban,80
7.13,4.4,sunny,off-peak,35.59,7,31,low,urban,55
3.26,4.2,sunny,off-peak,18.85,16,16,medium,urban,53
11.33,4.8,sunny,off-peak,15.27,7,14,low,rural,70
11.2,4.0,sunny,peak,18.35,3,22,medium,urban,66
4.05,4.5,sunny,peak,39.38,17,18,medium,urban,53
12.58,4.6,sunny,off-peak,12.16,4,6,low,suburban,75
9.4,4.5,sunny,off-peak,28.89,14,14,high,rural,60
3.93,3.4,sunny,peak,20.99,1,34,low,suburban,48
9.95,4.5,rainy,off-peak,19.12,17,10,medium,urban,75
3.89,3.8,sunny,peak,23.54,11,18,medium,suburban,47
4.35,3.4,sunny,off-peak,11.22,16,14,medium,rural,64
12.8,3.0,rainy,off-peak,33.98,10,17,medium,suburban,63
13.98,4.2,rainy,peak,26.64,9,15,low,urban,66
4.22,3.3,sunny,off-peak,33.86,10,33,low,urban,56
13.96,3.2,sunny,peak,27.98,4,6,high,suburban,47
3.96,4.0,sunny,peak,36.09,16,10,low,urban,42
2.2,3.1,rainy,peak,29.67,15,20,low,rural,53
1.34,3.3,sunny,peak,33.4,1,34,low,urban,39
4.01,4.3,sunny,off-peak,27.54,18,11,medium,suburban,50
6.09,4.2,rainy,off-peak,25.28,5,34,high,rural,66
13.95,4.8,sunny,peak,35.57,19,21,medium,rural,76
4.01,4.5,sunny,off-peak,33.5,17,31,medium,suburban,67
5.8,3.4,sunny,peak,32.56,3,29,medium,suburban,47
11.15,3.7,sunny,off-peak,17.67,16,17,medium,rural,82
4.88,3.9,sunny,peak,19.6,13,30,high,suburban,69
10.42,3.5,sunny,off-peak,13.24,4,8,medium,suburban,64
6.77,5.0,cloudy,off-peak,17.44,7,39,medium,urban,78
3.35,2.6,sunny,off-peak,34.61,9,31,medium,urban,53
11.14,4.1,sunny,peak,18.14,14,22,medium,suburban,83
0.89,4.0,sunny,peak,31.52,14,24,medium,urban,50
4.74,4.8,rainy,peak,24.23,12,21,medium,urban,59
5.66,4.8,cloudy,peak,13.97,0,13,low,urban,40
7.14,4.8,sunny,off-peak,24.94,17,17,low,urban,61
10.36,5.0,sunny,peak,13.69,8,31,high,urban,93
7.16,3.3,cloudy,off-peak,21.43,15,17,low,rural,63
9.12,3.7,sunny,off-peak,32.4,13,17,low,suburban,54
9.14,3.0,cloudy,off-peak,17.21,18,27,medium,suburban,91
5.91,4.5,sunny,off-peak,21.45,15,21,low,urban,61
14.04,3.9,sunny,peak,36.7,16,35,low,suburban,83
14.36,4.2,rainy,off-peak,20.16,9,19,medium,urban,83
8.94,2.7,sunny,peak,34.87,5,10,medium,urban,36
1.54,2.6,rainy,off-peak,30.49,9,33,high,suburban,60
7.62,2.7,sunny,off-peak,13.67,9,9,high,urban,61
3.17,4.3,sunny,peak,14.58,0,27,medium,urban,43
7.51,3.4,sunny,off-peak,28.62,15,6,medium,urban,47
3.23,4.4,cloudy,peak,11.89,12,38,high,suburban,79
10.71,3.8,rainy,peak,22.55,6,32,medium,urban,77
1.67,3.0,sunny,peak,27.44,19,10,high,urban,47
14.32,2.8,sunny,off-peak,17.49,13,31,low,urban,101
3.33,4.8,sunny,off-peak,21.8,11,21,low,suburban,48
10.08,4.1,sunny,off-peak,11.6,15,16,high,rural,96
13.8,4.0,sunny,off-peak,36.53,19,16,low,rural,68
4.09,4.0,sunny,off-peak,32.97,2,14,low,urban,25
14.05,3.4,sunny,off-peak,29.94,9,5,medium,urban,50
6.14,2.8,cloudy,off-peak,15.21,13,12,medium,suburban,61
14.43,4.7,cloudy,off-peak,11.97,1,35,high,suburban,116
14.58,4.8,rainy,off-peak,22.56,14,22,medium,urban,90
3.23,3.7,sunny,peak,38.69,16,5,medium,rural,37
12.55,3.6,sunny,off-peak,14.77,12,34,medium,urban,106
3.3,3.1,sunny,peak,27.02,16,21,high,urban,57
3.78,2.5,sunny,peak,18.81,8,9,medium,suburban,36
1.72,4.3,sunny,peak,19.3,1,35,medium,urban,45
2.77,3.8,rainy,off-peak,16.84,3,16,medium,urban,38
9.67,4.9,rainy,off-peak,33.46,19,29,medium,suburban,83
7.01,2.6,rainy,off-peak,11.88,2,12,medium,suburban,58
11.97,3.3,cloudy,peak,27.42,6,19,medium,urban,59
5.31,5.0,rainy,peak,31.97,15,36,medium,urban,76
14.55,4.1,sunny,peak,38.42,6,8,medium,urban,43
1.22,3.4,cloudy,off-peak,12.74,7,9,medium,urban,30
1.41,3.0,rainy,off-peak,30.77,17,18,low,urban,52
10.67,2.7,cloudy,peak,20.91,14,28,medium,suburban,85
13.37,4.8,sunny,off-peak,14.5,1,8,low,urban,66
12.03,3.5,cloudy,peak,27.25,13,6,high,suburban,59
7.6,4.9,sunny,peak,33.1,14,33,medium,suburban,71
4.41,3.4,sunny,off-peak,24.02,17,12,medium,urban,52
0.7,4.9,sunny,off-peak,38.76,11,28,medium,urban,49
7.89,4.5,sunny,peak,16.36,2,34,low,urban,67
7.4,3.3,cloudy,peak,11.85,8,7,medium,suburban,61
5.49,3.6,sunny,peak,18.09,18,23,medium,suburban,71
8.88,4.9,sunny,off-peak,28.86,12,8,high,urban,49
11.07,4.4,sunny,off-peak,19.54,3,11,medium,urban,52
10.66,4.5,rainy,off-peak,27.3,3,6,medium,urban,42
4.32,4.1,sunny,peak,26.24,10,6,high,suburban,36
8.99,2.7,rainy,peak,20.28,4,39,low,suburban,78
2.66,4.6,sunny,off-peak,12.43,2,24,medium,suburban,43
2.26,4.4,sunny,off-peak,35.45,2,11,low,rural,19
11.89,3.9,sunny,off-peak,35.8,18,34,medium,urban,84
10.56,4.2,rainy,peak,26.79,15,12,high,rural,68
11.63,3.1,rainy,off-peak,22.22,2,11,medium,rural,53
2.71,4.8,sunny,off-peak,39.48,11,24,high,rural,50
13.76,3.0,sunny,peak,39.09,13,35,low,urban,77
2.43,4.2,sunny,off-peak,31.3,0,8,medium,rural,16
13.12,3.7,sunny,off-peak,21.59,9,12,low,urban,63
5.61,3.9,sunny,peak,12.54,12,33,medium,urban,81
2.03,3.0,sunny,peak,15.78,4,15,medium,suburban,32
4.66,3.0,rainy,off-peak,39.06,12,29,medium,urban,62
3.13,3.3,sunny,peak,19.82,5,19,low,urban,37
7.61,2.6,rainy,peak,36.17,6,11,medium,rural,41
14.27,2.8,sunny,off-peak,11.62,15,25,high,suburban,126
5.25,3.4,sunny,peak,14.37,4,37,medium,urban,68
9.38,4.0,sunny,off-peak,36.26,5,14,high,urban,42
13.43,3.4,sunny,peak,21.45,16,34,medium,suburban,99
9.64,2.7,sunny,peak,29.6,1,23,high,suburban,49
5.75,4.5,sunny,peak,16.39,14,32,high,urban,79
14.87,2.9,sunny,off-peak,26.41,19,35,medium,urban,100
3.22,2.6,sunny,peak,33.89,15,18,low,suburban,47
8.09,3.4,sunny,peak,37.68,2,18,low,urban,35
12.05,3.7,sunny,off-peak,29.25,19,22,medium,urban,78
0.51,4.7,sunny,peak,29.88,14,14,high,urban,41
10.68,3.1,rainy,off-peak,36.78,17,34,medium,suburban,85
4.36,4.0,sunny,peak,29.2,19,21,medium,suburban,61
2.96,3.2,sunny,off-peak,10.52,7,16,medium,urban,46
4.48,2.8,sunny,off-peak,28.98,8,30,low,suburban,52
14.52,4.1,cloudy,peak,30.0,17,8,medium,suburban,68
13.43,4.4,sunny,peak,20.93,15,13,low,urban,75
3.6,3.9,rainy,off-peak,13.12,7,29,medium,urban,64
2.2,3.3,sunny,peak,29.35,18,36,low,suburban,68
5.78,5.0,sunny,off-peak,12.44,7,21,low,urban,60
9.09,2.6,sunny,peak,18.99,3,37,medium,suburban,73
13.07,3.9,rainy,off-peak,10.11,16,10,medium,urban,120
14.51,4.2,sunny,peak,16.45,13,22,medium,urban,97
11.39,3.6,sunny,peak,33.18,3,34,medium,urban,62
9.19,2.8,rainy,peak,22.89,0,9,high,suburban,43
2.56,2.9,sunny,off-peak,20.21,8,19,low,suburban,40
1.57,4.9,sunny,peak,39.47,7,18,low,suburban,32
9.14,4.8,sunny,peak,16.05,0,24,low,urban,59
8.32,2.9,sunny,off-peak,10.24,17,9,medium,suburban,86
12.77,2.6,cloudy,off-peak,11.68,17,34,medium,urban,130
5.18,2.9,sunny,peak,22.16,5,35,low,suburban,58
1.08,4.7,rainy,peak,34.71,18,30,high,urban,69
6.64,2.8,sunny,off-peak,37.5,10,18,high,urban,49
14.55,2.9,rainy,peak,17.52,5,21,high,urban,88
12.04,4.3,rainy,peak,39.49,3,32,medium,suburban,63
0.99,4.5,cloudy,off-peak,38.54,13,13,low,urban,37
13.18,3.9,sunny,off-peak,11.71,12,15,high,suburban,106
7.34,3.0,rainy,off-peak,38.14,2,16,medium,suburban,39
5.79,4.5,sunny,peak,37.14,19,30,medium,suburban,71
5.53,3.4,rainy,off-peak,13.65,2,39,low,urban,72
9.13,4.2,sunny,off-peak,14.02,15,7,low,urban,70
8.19,3.1,sunny,off-peak,11.07,2,9,low,urban,57
10.02,3.9,sunny,peak,24.72,17,21,low,urban,72
8.82,3.3,sunny,off-peak,33.3,6,13,medium,urban,41
2.59,3.1,sunny,off-peak,21.11,16,23,medium,urban,57
4.23,4.3,sunny,off-peak,26.01,0,15,low,suburban,26
12.69,4.7,sunny,off-peak,30.68,6,33,medium,urban,70
10.12,4.7,sunny,peak,34.85,16,38,high,urban,84
7.0,3.6,sunny,peak,14.19,4,20,high,suburban,61
3.15,4.8,cloudy,peak,21.96,15,13,medium,urban,49
0.61,3.8,sunny,peak,25.37,16,24,medium,suburban,52
5.02,3.4,sunny,off-peak,34.21,5,6,medium,suburban,25
1.3,4.4,sunny,peak,18.71,9,8,medium,urban,29
7.49,3.2,cloudy,off-peak,22.34,16,11,low,suburban,58
12.42,3.5,rainy,peak,18.98,19,31,medium,suburban,107
4.64,4.5,rainy,off-peak,21.73,12,26,high,urban,67
12.79,3.7,sunny,off-peak,26.04,15,23,low,urban,76
10.72,2.8,sunny,peak,12.92,12,23,medium,urban,94
2.32,4.9,cloudy,peak,28.72,13,5,low,suburban,32
9.85,2.5,sunny,peak,33.49,5,19,low,suburban,45
2.7,3.1,sunny,peak,18.05,17,23,low,urban,58
9.99,4.5,sunny,off-peak,13.1,0,24,low,suburban,71
2.57,4.6,rainy,off-peak,33.16,19,35,high,suburban,78
6.19,4.2,sunny,peak,19.9,16,12,medium,suburban,58
8.72,4.0,sunny,off-peak,15.09,16,33,low,urban,93
1.23,4.6,sunny,off-peak,20.06,9,29,medium,urban,49
2.72,4.4,cloudy,peak,16.79,19,7,high,suburban,52
5.15,5.0,sunny,peak,20.89,18,33,low,suburban,76
7.2,3.7,sunny,peak,20.18,18,26,low,rural,75
12.95,3.2,sunny,peak,15.14,17,30,medium,suburban,110
3.22,2.5,sunny,off-peak,24.56,10,25,high,urban,53
5.54,3.3,sunny,off-peak,11.77,1,14,medium,rural,47
7.4,4.6,rainy,off-peak,32.9,5,16,low,suburban,43
4.79,2.6,sunny,off-peak,34.38,6,10,low,suburban,28
9.57,4.2,rainy,off-peak,38.73,18,21,medium,suburban,71
4.22,2.6,rainy,off-peak,25.25,18,24,low,urban,67
11.7,3.7,sunny,off-peak,38.25,11,6,high,urban,46
7.82,3.6,sunny,off-peak,28.22,13,29,high,suburban,70
1.75,4.8,sunny,peak,29.61,13,31,medium,urban,57
9.59,3.3,sunny,off-peak,32.49,14,19,medium,urban,61
8.75,3.8,cloudy,off-peak,14.05,14,11,low,suburban,72
5.41,4.1,sunny,peak,28.26,13,35,medium,suburban,69
0.66,3.2,sunny,peak,21.74,14,19,medium,urban,45
3.41,3.1,cloudy,peak,30.36,4,34,medium,urban,52
6.38,3.2,cloudy,peak,38.25,10,32,medium,urban,62
3.4,2.8,sunny,off-peak,20.31,0,27,medium,suburban,40
8.87,2.8,rainy,off-peak,15.47,10,17,low,urban,72
10.83,4.0,sunny,peak,38.2,17,8,medium,suburban,54
12.91,2.8,sunny,off-peak,26.17,8,30,low,urban,73
9.88,3.0,sunny,off-peak,23.76,8,35,medium,suburban,75
10.49,2.9,rainy,peak,19.36,19,26,medium,urban,95
9.32,2.8,sunny,off-peak,28.31,3,21,low,urban,46
14.79,2.9,cloudy,peak,27.95,7,27,medium,suburban,74
4.28,4.5,sunny,peak,33.42,14,24,high,rural,58
4.36,3.1,rainy,off-peak,24.82,17,20,medium,urban,64
2.33,3.0,rainy,peak,38.69,10,24,medium,urban,51
7.54,2.8,sunny,off-peak,32.67,17,9,medium,urban,51
1.89,4.3,sunny,peak,36.93,5,10,high,suburban,26
4.42,2.9,rainy,peak,35.71,5,29,low,urban,50
7.5,2.6,rainy,peak,34.79,17,17,medium,rural,63
14.39,5.0,rainy,off-peak,20.63,1,34,low,urban,83
14.48,3.9,sunny,off-peak,16.64,9,23,low,urban,90
11.28,4.2,sunny,off-peak,11.55,18,9,medium,rural,98
6.14,4.7,sunny,off-peak,39.55,0,37,high,suburban,51
13.04,2.5,rainy,peak,37.28,3,31,low,urban,62
13.19,4.5,sunny,peak,16.82,18,35,high,suburban,114
13.7,4.2,sunny,peak,39.58,9,38,medium,suburban,75
9.78,3.3,sunny,off-peak,25.78,6,39,medium,suburban,74
3.43,2.6,sunny,peak,35.18,1,25,medium,urban,35
1.82,3.9,rainy,peak,19.26,16,22,medium,urban,60
13.76,3.3,sunny,peak,13.63,9,37,high,suburban,116
1.31,2.6,rainy,off-peak,30.43,0,32,low,urban,41
4.79,4.8,sunny,peak,11.99,15,19,high,rural,70
7.56,2.6,cloudy,peak,36.87,4,13,medium,urban,36
0.82,3.7,cloudy,peak,13.68,19,38,low,urban,73
13.65,4.3,sunny,off-peak,22.11,10,14,medium,suburban,69
4.66,3.8,cloudy,off-peak,33.25,0,22,medium,urban,35
0.91,5.0,cloudy,off-peak,17.88,6,26,low,urban,41
14.91,4.0,sunny,peak,31.83,10,5,high,urban,53
5.02,4.0,cloudy,peak,20.12,12,17,low,urban,53
13.21,4.1,rainy,off-peak,35.15,0,26,medium,suburban,57
7.08,4.9,rainy,off-peak,34.9,15,22,low,suburban,63
10.12,3.3,cloudy,peak,10.35,13,8,low,urban,89
4.0,4.6,rainy,off-peak,26.35,15,34,medium,rural,74
7.79,2.7,cloudy,peak,21.02,13,35,medium,rural,82
4.24,4.1,sunny,off-peak,24.3,0,24,high,urban,39
14.29,3.9,sunny,off-peak,34.59,6,21,high,urban,60
1.38,4.1,sunny,off-peak,11.06,7,31,medium,urban,52
4.48,3.6,sunny,off-peak,20.46,0,39,low,urban,53
13.45,4.3,sunny,off-peak,17.68,12,18,medium,rural,85
7.46,4.2,sunny,off-peak,34.7,3,5,medium,urban,25
9.2,4.6,sunny,off-peak,35.6,3,8,medium,urban,31
9.95,4.8,rainy,off-peak,27.6,12,28,medium,suburban,76
1.53,3.0,cloudy,peak,32.78,18,22,low,urban,55
0.76,4.4,cloudy,peak,18.55,16,7,high,urban,40
14.1,3.9,sunny,off-peak,37.39,19,7,medium,urban,61
4.44,3.2,rainy,peak,29.06,1,14,low,urban,31
6.01,3.0,sunny,off-peak,20.72,17,35,low,rural,79
10.39,3.1,sunny,off-peak,26.85,6,34,medium,urban,69
3.93,3.5,cloudy,peak,17.89,10,30,low,urban,61
11.13,3.7,sunny,peak,36.03,7,19,low,urban,49
7.14,3.3,sunny,off-peak,36.58,3,33,medium,urban,52
12.92,3.4,rainy,peak,17.69,9,29,low,suburban,92
4.54,4.8,rainy,off-peak,27.68,6,15,low,urban,40
3.46,3.0,rainy,off-peak,29.11,8,8,medium,suburban,35
12.56,2.6,rainy,peak,38.76,6,6,high,rural,44
5.23,4.4,rainy,peak,21.29,9,8,medium,urban,44
6.47,3.3,sunny,peak,19.6,8,32,high,urban,69
12.01,3.1,sunny,off-peak,39.37,14,11,high,urban,55
9.72,4.9,sunny,off-peak,39.93,4,20,low,urban,42
6.91,3.4,cloudy,peak,11.95,15,11,medium,urban,73
4.12,3.5,sunny,off-peak,21.33,8,23,low,suburban,48
11.58,4.0,cloudy,off-peak,27.79,1,19,medium,suburban,51
3.12,3.5,rainy,peak,24.46,2,24,medium,suburban,43
13.96,4.6,sunny,peak,16.3,11,29,high,urban,102
2.68,3.6,sunny,off-peak,38.22,3,32,high,suburban,46
12.17,3.5,cloudy,off-peak,33.54,11,16,medium,urban,59
6.65,3.9,sunny,off-peak,17.38,4,17,medium,urban,49
3.2,4.8,sunny,off-peak,27.31,0,24,low,urban,32
6.33,3.8,sunny,off-peak,33.85,16,8,medium,urban,46
3.71,3.3,cloudy,peak,25.22,15,37,medium,suburban,73
2.47,3.4,rainy,peak,34.4,19,35,medium,suburban,76
3.97,3.0,sunny,off-peak,30.08,3,16,low,urban,29
13.08,4.1,sunny,off-peak,35.99,14,36,medium,urban,82
2.04,2.6,sunny,peak,19.54,9,14,medium,urban,37
14.6,4.2,sunny,peak,39.94,2,31,high,suburban,61
0.57,4.7,sunny,peak,31.43,7,13,high,urban,30
10.04,4.1,sunny,off-peak,16.93,12,20,high,urban,79
12.92,4.6,sunny,peak,33.96,1,17,high,suburban,46
14.04,2.7,rainy,off-peak,33.71,6,23,high,urban,67
2.59,4.3,sunny,off-peak,15.3,1,34,medium,urban,49
10.62,4.4,sunny,peak,23.65,10,8,medium,rural,53
2.06,3.4,sunny,peak,32.33,4,8,low,urban,19
5.61,4.3,sunny,off-peak,26.15,6,17,medium,urban,42
11.11,3.6,sunny,off-peak,16.21,5,33,low,suburban,83
5.52,4.3,rainy,off-peak,21.94,4,28,medium,urban,57
5.04,4.2,sunny,peak,13.53,0,39,medium,urban,64
2.18,3.3,sunny,off-peak,13.66,11,28,low,suburban,55
1.46,2.6,sunny,off-peak,13.67,13,16,low,suburban,43
2.17,4.4,sunny,off-peak,12.23,13,16,medium,suburban,49
13.19,3.2,rainy,off-peak,37.69,2,26,medium,urban,58
0.66,3.9,sunny,off-peak,11.65,10,23,medium,urban,44
10.55,4.1,rainy,peak,18.12,4,10,high,urban,61
11.65,4.7,sunny,peak,31.78,12,14,medium,urban,57
8.73,2.6,rainy,off-peak,24.75,9,29,low,urban,70
11.1,3.8,sunny,peak,35.31,8,7,medium,urban,41
9.96,4.1,sunny,peak,13.55,1,22,low,rural,69
7.11,4.0,sunny,peak,34.04,13,34,high,suburban,71
6.05,4.4,cloudy,peak,12.67,8,14,low,urban,58
14.15,2.7,sunny,peak,37.84,16,30,low,urban,77
14.59,3.1,sunny,off-peak,34.67,0,21,low,rural,47
9.94,4.1,sunny,off-peak,11.02,10,8,low,urban,78
3.36,3.3,cloudy,peak,19.21,17,20,high,urban,63
6.99,3.1,sunny,peak,19.44,7,12,medium,suburban,47
7.7,3.4,rainy,peak,29.79,15,36,medium,urban,82
11.49,4.7,cloudy,peak,33.88,5,11,medium,urban,44
10.18,3.0,sunny,peak,16.41,2,7,high,urban,52
7.96,4.5,cloudy,peak,22.99,17,37,low,suburban,86
10.37,3.4,sunny,off-peak,36.52,13,16,high,urban,58
0.85,4.2,cloudy,off-peak,28.78,7,15,medium,urban,32
11.76,2.9,sunny,peak,19.34,15,32,medium,urban,94
3.57,2.9,cloudy,off-peak,29.66,15,27,low,rural,60
10.02,2.8,sunny,peak,35.33,13,26,high,suburban,68
2.15,4.6,rainy,off-peak,37.21,13,30,medium,urban,61
2.16,4.3,sunny,peak,21.05,3,11,medium,urban,25
1.02,4.7,sunny,off-peak,12.24,18,26,high,urban,63
13.7,4.1,sunny,off-peak,34.13,3,30,low,urban,60
9.27,4.1,sunny,peak,38.29,12,28,high,urban,66
5.75,3.8,rainy,peak,21.51,14,5,low,suburban,48
11.92,2.6,sunny,off-peak,21.72,17,31,low,rural,90
9.58,2.6,rainy,off-peak,26.68,9,7,low,urban,48
9.49,3.7,sunny,off-peak,31.82,6,14,low,urban,42
7.56,3.7,sunny,peak,23.29,11,25,low,urban,62
0.61,3.1,sunny,peak,17.32,4,9,high,suburban,22
4.25,4.0,sunny,peak,37.9,18,5,high,suburban,44
2.08,4.7,cloudy,off-peak,30.98,17,19,medium,urban,54
10.1,4.5,sunny,off-peak,19.69,2,12,high,rural,51
4.11,3.9,sunny,off-peak,37.61,18,27,medium,suburban,64
7.03,3.2,rainy,off-peak,10.93,17,29,medium,urban,101
5.62,3.1,cloudy,off-peak,24.48,8,14,medium,suburban,45
2.58,4.6,rainy,peak,27.83,6,12,low,urban,33
14.4,3.4,sunny,off-peak,35.87,11,37,low,urban,79
14.03,4.0,sunny,off-peak,14.78,7,27,high,urban,99
1.73,4.7,sunny,peak,23.85,19,36,low,urban,70
12.5,3.4,rainy,off-peak,16.36,15,33,high,rural,111
7.58,4.3,rainy,peak,21.42,7,36,medium,suburban,76
11.72,4.5,cloudy,off-peak,12.16,16,17,low,suburban,102
2.69,2.9,rainy,off-peak,17.73,17,28,medium,urban,71
2.42,2.7,sunny,off-peak,38.08,3,10,high,urban,23
13.42,4.6,rainy,off-peak,26.23,11,28,high,rural,85
13.52,4.8,sunny,off-peak,22.06,16,19,medium,urban,83
7.26,3.5,sunny,peak,13.09,2,34,medium,urban,73
13.12,3.7,sunny,off-peak,31.63,13,24,low,rural,69
10.18,4.3,rainy,peak,15.07,3,25,high,suburban,80
3.18,3.0,sunny,off-peak,34.78,14,28,medium,suburban,57
5.27,2.5,cloudy,off-peak,17.43,13,31,low,urban,72
2.47,4.6,sunny,off-peak,23.63,11,6,medium,rural,32
11.72,4.1,sunny,peak,10.33,14,38,medium,urban,130
14.79,4.2,rainy,off-peak,36.15,18,17,low,suburban,75
8.42,3.9,sunny,off-peak,36.32,15,31,high,urban,72
10.01,3.9,sunny,off-peak,23.64,16,16,medium,urban,68
11.32,4.9,sunny,off-peak,30.99,9,12,medium,suburban,50
3.75,4.1,cloudy,off-peak,20.55,14,26,medium,urban,63
5.37,2.8,sunny,peak,27.85,13,27,medium,urban,61
6.48,3.2,sunny,peak,29.33,9,12,low,urban,40
9.12,3.2,rainy,peak,17.99,0,16,high,urban,56
12.83,3.0,sunny,peak,18.77,5,14,low,rural,64
4.19,4.7,sunny,peak,33.86,4,21,low,urban,35
7.33,3.8,sunny,peak,20.03,8,23,medium,urban,60
11.4,3.7,sunny,off-peak,21.12,0,8,medium,suburban,43
1.77,5.0,sunny,off-peak,11.44,8,7,high,urban,33
7.94,2.6,sunny,off-peak,23.56,0,5,low,urban,26
2.59,3.6,sunny,peak,10.64,19,39,low,urban,83
8.32,3.0,cloudy,off-peak,21.8,13,15,low,suburban,60
11.63,3.6,cloudy,off-peak,19.43,2,37,high,urban,83
3.94,2.9,sunny,off-peak,36.24,0,9,high,urban,21
12.82,2.9,sunny,peak,27.36,0,26,high,suburban,59
5.35,3.2,sunny,off-peak,18.28,4,31,medium,urban,58
3.27,2.8,sunny,peak,16.13,6,22,medium,urban,46
7.25,4.9,sunny,off-peak,15.91,19,16,medium,rural,75
13.2,2.8,sunny,peak,19.84,12,8,low,urban,67
1.5,3.7,sunny,peak,22.3,2,13,medium,urban,23
5.25,4.4,cloudy,off-peak,11.06,14,16,low,suburban,68
9.97,4.6,sunny,peak,14.27,18,35,medium,rural,107
5.68,4.9,sunny,off-peak,23.82,10,25,low,urban,55
1.53,3.9,sunny,peak,33.85,4,12,high,urban,26
5.31,3.3,rainy,off-peak,19.43,0,19,high,urban,45
12.4,4.1,sunny,off-peak,26.43,16,28,medium,rural,83
14.54,4.0,cloudy,off-peak,15.66,5,29,medium,suburban,97
1.08,4.0,sunny,off-peak,26.66,8,27,medium,suburban,44
8.75,3.4,rainy,off-peak,35.9,1,33,medium,urban,57
2.03,4.7,cloudy,peak,35.63,2,31,medium,urban,42
10.37,3.9,cloudy,peak,19.27,4,19,high,urban,64
0.61,4.0,cloudy,off-peak,23.06,8,32,medium,urban,51
0.71,3.6,sunny,off-peak,33.36,9,10,medium,urban,28
11.76,3.1,sunny,off-peak,16.14,8,38,low,urban,95
1.58,3.1,sunny,off-peak,24.6,5,6,medium,suburban,20
4.93,4.1,sunny,off-peak,10.87,6,9,medium,urban,48
14.39,2.5,sunny,peak,17.74,4,36,medium,suburban,94
14.79,4.8,cloudy,peak,15.88,14,17,low,urban,97
2.84,3.6,cloudy,off-peak,30.27,7,17,medium,suburban,38
8.63,4.6,cloudy,peak,23.99,8,10,medium,urban,49
8.61,3.6,sunny,off-peak,22.1,13,39,low,urban,83
7.06,2.8,sunny,off-peak,23.73,15,19,low,suburban,60
13.91,2.8,sunny,peak,10.41,7,17,high,urban,113
11.43,2.5,rainy,off-peak,37.14,15,28,low,urban,75
11.59,3.2,rainy,peak,21.19,8,6,low,urban,57
4.41,3.6,sunny,peak,17.14,15,21,medium,urban,62
6.8,2.6,rainy,off-peak,37.71,17,34,medium,urban,78
7.57,3.6,sunny,peak,20.02,0,16,medium,suburban,42
4.83,2.8,sunny,peak,22.03,14,16,medium,urban,53
1.87,3.8,sunny,peak,12.98,7,16,low,suburban,36
2.33,4.0,sunny,off-peak,29.78,12,14,high,suburban,42
3.12,3.8,sunny,peak,34.18,14,18,high,urban,49
3.45,3.8,sunny,peak,39.14,6,16,low,urban,31
4.01,2.9,sunny,peak,14.49,9,15,high,urban,50
4.2,4.0,sunny,off-peak,27.9,12,23,low,suburban,51
7.11,4.9,cloudy,peak,33.18,13,35,low,urban,70
7.89,4.9,sunny,peak,10.98,17,38,low,urban,108
4.98,3.4,sunny,peak,33.79,15,10,high,urban,46
13.66,4.3,sunny,off-peak,23.89,14,23,high,suburban,83
8.52,3.6,sunny,off-peak,28.66,7,21,high,urban,54
11.92,2.8,sunny,peak,24.78,14,16,medium,suburban,69
13.9,4.4,sunny,off-peak,33.61,15,8,low,suburban,56
2.87,3.4,sunny,off-peak,11.72,19,5,high,urban,53
6.7,4.4,sunny,off-peak,11.23,4,25,low,urban,68
6.78,3.4,cloudy,peak,10.81,12,33,high,urban,96
5.64,2.9,cloudy,off-peak,12.11,10,35,medium,urban,83
0.63,4.6,sunny,peak,26.84,5,37,medium,urban,49
12.33,2.6,sunny,peak,12.62,12,13,medium,urban,93
2.12,3.4,rainy,peak,34.16,7,36,medium,urban,58
14.93,4.2,sunny,off-peak,34.5,0,22,medium,urban,51
11.71,4.7,cloudy,peak,39.0,10,31,high,urban,71
8.91,2.9,sunny,off-peak,36.01,16,16,low,urban,56
2.74,2.7,sunny,off-peak,35.57,1,35,high,urban,46
7.97,3.3,sunny,off-peak,11.46,8,19,medium,urban,76
4.29,3.1,cloudy,off-peak,19.46,15,37,low,urban,76
4.16,4.2,sunny,peak,31.6,6,13,medium,rural,33
12.53,3.1,sunny,peak,33.43,14,6,low,urban,50
6.02,4.1,sunny,off-peak,12.65,6,10,low,suburban,49
7.04,4.1,sunny,off-peak,13.01,1,31,medium,urban,68
12.72,4.5,sunny,peak,21.67,6,12,medium,urban,59
1.77,4.0,cloudy,peak,33.16,16,37,low,suburban,67
9.12,4.8,sunny,peak,20.37,19,6,high,urban,66
8.88,4.2,sunny,peak,20.28,2,9,medium,urban,41
6.67,3.1,rainy,off-peak,37.63,1,21,medium,urban,41
12.53,4.8,sunny,off-peak,11.04,9,32,medium,urban,117
14.17,3.0,sunny,peak,18.75,1,7,high,suburban,59
7.25,3.0,cloudy,peak,17.56,15,24,high,rural,78
7.11,4.4,sunny,off-peak,12.53,7,35,medium,urban,83
7.78,3.8,rainy,off-peak,19.67,10,24,high,suburban,73
10.99,2.9,sunny,peak,38.81,5,16,low,suburban,41
10.19,2.8,rainy,peak,28.49,11,20,low,urban,64
