services,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method,datetime
cab premium,completed,Rajajinagar 5th Block,HSR Layout Sector 10 South,64,RD2591811074135194,15.8,836.99,12.96,849.95,Cash,2024-06-27 23:37:20
cab economy,completed,Marathahalli East,HSR Layout Sector 6,107,RD8024339716890054,44.13,341.5,24.8,366.3,GPay,2024-07-05 14:09:20
auto share,completed,Rajajinagar 3rd Block,HSR Layout Sector 5,92,RD8994593332224485,4.53,166.79,39.9,206.69,QR scan,2024-07-15 02:04:20
bike lite,completed,HSR Layout Sector 6 South,MG Road North,40,RD8720980088780948,25.04,576.55,25.78,602.33,Cash,2024-07-19 17:14:20
auto,completed,Hebbal,HSR Layout Sector 5,56,RD5287254071934841,16.34,300.11,42.98,343.09,GPay,2024-07-17 00:28:20
bike,completed,Brigade Road Bangalore Central,MG Road North,63,RD6516976627985016,49.2,25.37,3.02,28.39,phonePy,2024-06-24 09:06:20
auto share,completed,HSR Layout Sector 6 North,Indiranagar 2nd Stage,14,RD3436046329884568,2.56,302.25,8.45,310.7,Cash,2024-06-28 03:55:20
cab premium,completed,Marathahalli North,Kalyan Nagar,65,RD3927341212419191,39.81,661.98,23.98,685.96,Amazon Pay,2024-07-11 10:05:20
bike,completed,JP Nagar 8th Phase,Marathahalli Outer Ring Road,119,RD7152448292906253,23.43,440.37,14.61,454.98,Amazon Pay,2024-07-19 13:30:20
bike lite,completed,Whitefield Kadugodi,JP Nagar Phase 7,103,RD7322949360056009,14.93,48.14,45.58,93.72,phonePy,2024-07-17 12:53:20
auto share,completed,HSR Layout Sector 9,Koramangala 8th Block,26,RD2400942490266789,39.74,658.92,12.87,671.79,GPay,2024-07-08 09:39:20
parcel,completed,Hebbal South,MG Road Anil Kumble Circle,12,RD6063917953523510,42.43,595.17,5.23,600.4,Paytm,2024-07-21 08:53:20
auto,completed,Banashankari,Hebbal Vidyaranyapura,54,RD4901107770615258,45.78,661.23,48.15,709.38,Amazon Pay,2024-06-29 04:31:20
bike lite,completed,Whitefield Immadihalli,Indiranagar West,106,RD2003926103688628,4.66,787.62,2.75,790.37,GPay,2024-07-06 04:55:20
bike lite,completed,Malleshwaram 5th Block,Richmond Town,74,RD5445692163926579,21.63,561.92,16.39,578.31,Amazon Pay,2024-07-13 01:20:20
auto share,completed,MG Road Symphony Theatre,Queens Road,11,RD1514420755585736,46.54,222.88,12.05,234.93,GPay,2024-06-29 02:52:20
parcel,completed,Panathur,Peenya,43,RD5341791654390061,5.32,471.22,10.31,481.53,Cash,2024-07-06 21:59:20
cab economy,completed,Jayanagar 9th Block,Kalyan Nagar,42,RD9525518557046803,15.99,200.94,18.37,219.31,QR scan,2024-07-14 18:32:20
auto,completed,Koramangala 9th Block,Whitefield Hope Farm Junction,25,RD4284592215908025,5.75,38.57,18.76,57.33,QR scan,2024-06-25 08:56:20
bike lite,completed,MG Road Anil Kumble Circle,Neelasandra,10,RD8556752225497048,27.23,245.5,35.59,281.09,Paytm,2024-07-10 02:44:20
cab premium,completed,Indiranagar South,Indiranagar 6th Stage,12,RD9142323593393948,48.05,294.86,45.65,340.51,phonePy,2024-07-05 17:02:20
bike,completed,Palace Guttahalli,Sadashivanagar,78,RD4620154406912231,38.92,732.84,17.93,750.77,Cash,2024-07-04 15:53:20
auto share,completed,Marathahalli East,HSR Layout Sector 7 South,89,RD6311813739951521,39.59,359.85,1.27,361.12,Paytm,2024-07-04 20:56:20
bike,completed,JP Nagar Phase 9,Jayanagar 7th Block East,83,RD6859942977352064,4.81,583.04,35.17,618.21,Amazon Pay,2024-07-18 14:57:20
auto,completed,Murphy Town,Sanjay Nagar,91,RD9806686501561147,8.9,392.85,20.86,413.71,Amazon Pay,2024-07-16 15:23:20
auto,completed,Vignan Nagar,JP Nagar 1st Phase,65,RD2998800834458680,17.97,288.66,15.77,304.43,Paytm,2024-07-21 18:45:20
bike lite,completed,Chamarajpet,Kammanahalli,62,RD6812052094606440,42.67,831.03,12.03,843.06,phonePy,2024-06-24 10:13:20
auto,completed,JP Nagar Phase 1,Chamarajpet,7,RD8146178668078328,35.74,322.17,20.99,343.16,GPay,2024-07-20 16:40:20
bike,completed,Brigade Road,Bellandur,22,RD3371903301581602,20.79,88.06,11.64,99.7,Paytm,2024-07-16 11:03:20
parcel,completed,Banashankari 5th Stage,Chikpet,111,RD1099445072613404,26.79,580.52,31.29,611.81,Cash,2024-07-03 11:54:20
auto share,completed,Cubbon Park,JP Nagar 2nd Phase,79,RD7712984753681963,49.98,240.96,32.99,273.95,Paytm,2024-07-13 04:44:20
parcel,completed,Nandini Layout,Lavelle Road,61,RD6756755721635343,47.58,941.4,40.07,981.47,phonePy,2024-06-28 22:21:20
parcel,completed,JP Nagar Phase 7,Jayanagar,83,RD5663040130154198,4.82,961.31,27.68,988.99,QR scan,2024-07-17 04:26:20
auto share,completed,Koramangala 2nd Block,HSR Layout Sector 5 South,77,RD8388789768848288,7.24,139.72,44.37,184.09,phonePy,2024-06-25 23:35:20
cab premium,completed,Frazer Town,Basaveshwaranagar,23,RD4561420903205379,29.76,768.92,36.02,804.94,Cash,2024-07-11 14:29:20
bike,completed,Banashankari 8th Stage,JP Nagar Central,89,RD8796555396735230,7.93,399.34,43.78,443.12,QR scan,2024-07-21 14:07:20
cab economy,completed,JP Nagar 2nd Phase,MG Road Trinity Circle,8,RD7284732051497448,32.09,373.0,24.64,397.64,Paytm,2024-07-15 01:01:20
cab premium,completed,HSR Layout Sector 4 North,JP Nagar 9th Phase,52,RD9692914029924382,41.5,321.35,48.8,370.15,phonePy,2024-07-11 11:49:20
auto,completed,Jayanagar 7th Block,Rajajinagar 5th Block,57,RD1669610966088342,49.3,220.74,37.48,258.22,GPay,2024-07-10 21:50:20
parcel,completed,JP Nagar,JP Nagar East,11,RD1689299116267411,16.07,762.8,31.06,793.86,Cash,2024-07-07 17:00:20
parcel,completed,Richmond Town,Brigade Road South,99,RD9959757141377831,40.9,973.09,39.21,1012.3,GPay,2024-07-06 21:16:20
auto share,completed,Whitefield Kadugodi,Nandini Layout,49,RD9269508476173266,44.17,17.35,5.72,23.07,Amazon Pay,2024-07-05 20:48:20
parcel,completed,Jayanagar 8th Block,Nagarbhavi,107,RD5072892667311227,4.27,755.26,33.94,789.2,phonePy,2024-07-23 17:46:20
auto share,completed,Jayanagar 1st Block,Whitefield Nallurhalli,80,RD9097778892898175,13.6,366.14,22.79,388.93,phonePy,2024-07-13 16:26:20
auto,completed,Jayanagar 4th Block East,HSR Layout Sector 6 North,120,RD8285989569906789,31.29,718.05,30.02,748.07,QR scan,2024-06-29 22:53:20
cab economy,completed,BTM Layout,Magadi Road,59,RD8534749221027238,20.2,144.88,44.0,188.88,Paytm,2024-07-01 05:49:20
cab economy,completed,HSR Layout Sector 8,HSR Layout Sector 3 South,105,RD9240720634793466,6.26,314.29,27.84,342.13,phonePy,2024-07-19 00:54:20
bike,completed,Cox Town,Jayanagar 3rd Block,89,RD9778523326834844,29.97,771.23,1.64,772.87,QR scan,2024-07-11 15:40:20
bike,completed,JP Nagar 2nd Phase,Electronic City West,62,RD4940659279717286,1.03,193.19,36.24,229.43,QR scan,2024-07-01 02:06:20
cab economy,completed,Banashankari 10th Stage,HSR Layout Sector 7 North,105,RD5305235042584863,42.56,35.07,13.04,48.11,Amazon Pay,2024-07-18 12:47:20
auto share,completed,Malleshwaram 3rd Block,St. Marks Road,89,RD9186958127926846,4.61,21.26,9.99,31.25,QR scan,2024-07-16 11:45:20
cab premium,completed,Cubbon Park,Malleshwaram 8th Block,15,RD5465177293386776,23.99,527.51,6.29,533.8,Paytm,2024-07-22 00:54:20
auto share,completed,Koramangala Central,HSR Layout West,72,RD5961703583119733,48.91,619.84,33.91,653.75,Paytm,2024-07-15 23:35:20
auto share,completed,MG Road Symphony Theatre,Electronic City East,73,RD2403323678471203,10.91,543.93,47.13,591.06,GPay,2024-07-17 07:58:20
bike,completed,Marathahalli Outer Ring Road,JP Nagar Phase 5,90,RD4319741004508054,31.02,597.57,42.08,639.65,QR scan,2024-07-01 10:38:20
cab premium,completed,Brigade Road Richmond Road,Malleshwaram 5th Block,84,RD4665226611444567,28.96,331.13,41.58,372.71,Amazon Pay,2024-07-05 23:32:20
bike,completed,JP Nagar Phase 5,Nandini Layout,114,RD7194761903851413,2.27,609.18,27.4,636.58,Paytm,2024-07-01 10:29:20
parcel,completed,HSR Layout Sector 9 South,Brigade Road Mayo Hall,119,RD9198399043833941,13.21,490.26,47.33,537.59,Paytm,2024-07-16 00:00:20
bike,completed,St. Marks Road,Brigade Road East,61,RD5108375367167807,4.95,952.36,1.29,953.65,QR scan,2024-07-05 21:16:20
auto,completed,Brigade Road Forum Mall,Koramangala Central,79,RD3297677568838719,1.22,745.52,28.01,773.53,Paytm,2024-07-13 17:22:20
auto share,completed,Jayanagar 2nd Block East,HSR Layout Sector 6,35,RD1949695898732385,18.23,807.49,18.97,826.46,Amazon Pay,2024-06-27 20:13:20
auto share,completed,HSR Layout Sector 4,Whitefield West,89,RD2685833318024513,21.05,34.81,47.03,81.84,GPay,2024-07-11 07:24:20
cab economy,completed,JP Nagar 8th Phase,Koramangala 9th Block,90,RD6842915928817672,44.03,446.7,32.11,478.81,Cash,2024-07-07 12:10:20
bike lite,completed,Marathahalli North,Queens Road,87,RD3007232185256170,1.67,188.59,12.3,200.89,QR scan,2024-06-27 19:15:20
auto,completed,JP Nagar Phase 7,Kempapura,90,RD1721176640873680,27.77,614.86,43.5,658.36,Paytm,2024-06-28 13:18:20
bike,completed,Malleshwaram Central,Hebbal North,40,RD6888945833511159,44.46,37.39,13.84,51.23,GPay,2024-07-10 16:59:20
cab premium,completed,MG Road Symphony Theatre,Malleshwaram 4th Block,98,RD9021453311810137,21.46,419.55,17.59,437.14,Amazon Pay,2024-07-07 10:21:20
parcel,completed,BTM Layout 1st Stage,HSR Layout Sector 4 South,62,RD3658354135325512,9.59,812.11,23.41,835.52,Paytm,2024-07-14 23:31:20
bike lite,completed,Jayanagar 4th Block East,Marathahalli Colony,24,RD1351755882743131,9.62,447.33,22.42,469.75,GPay,2024-06-26 02:55:20
auto,completed,Jayanagar 8th Block East,HSR Layout Sector 5 North,59,RD7145673390200961,45.98,192.52,19.38,211.9,Paytm,2024-07-07 12:31:20
bike lite,completed,Jayanagar 4th Block,Murphy Town,111,RD4901628613983365,38.02,629.55,42.78,672.33,phonePy,2024-07-07 18:11:20
auto,completed,Banashankari 4th Stage,Rajajinagar 5th Block,18,RD1562414625352362,36.88,307.03,35.46,342.49,Paytm,2024-07-02 09:18:20
bike,completed,Malleshwaram 3rd Block,JP Nagar 10th Phase,55,RD1599856271104908,15.89,694.33,29.13,723.46,phonePy,2024-07-06 10:53:20
cab economy,completed,Banashankari 10th Stage,Jayanagar 2nd Block,95,RD7935128333664619,41.98,204.04,5.39,209.43,phonePy,2024-07-04 23:16:20
auto,completed,Koramangala East,Electronic City Phase 3,41,RD4176307665142083,24.53,802.69,28.3,830.99,phonePy,2024-06-23 04:31:20
parcel,completed,Hennur,MG Road Trinity Circle,86,RD4573750464932390,1.07,787.73,23.19,810.92,QR scan,2024-07-20 03:52:20
auto,completed,Hebbal Sanjay Nagar,MG Road Symphony Theatre,101,RD7273903589693103,45.55,240.36,12.11,252.47,Cash,2024-07-18 19:25:20
parcel,completed,MG Road Garuda Mall,Mathikere,69,RD4674644833258870,2.41,796.97,27.8,824.77,GPay,2024-06-29 12:54:20
cab premium,completed,HSR Layout Sector 7 North,Sanjay Nagar,113,RD3554544394045328,27.46,388.02,24.24,412.26,Paytm,2024-07-19 00:10:20
auto,completed,Cooke Town,JP Nagar East,26,RD1484818547592584,27.12,257.23,2.05,259.28,GPay,2024-06-23 01:11:20
cab economy,completed,Basavanagudi,Chikpet,59,RD6485672310824667,44.12,651.19,39.84,691.03,phonePy,2024-07-17 07:29:20
auto share,completed,Rajajinagar 3rd Block,Banashankari 10th Stage,109,RD8538246100344813,49.92,59.69,24.98,84.67,QR scan,2024-07-07 13:17:20
cab economy,completed,Domlur,Jayanagar 3rd Block,70,RD2400747452093951,36.24,874.09,1.83,875.92,Amazon Pay,2024-07-21 07:41:20
cab economy,completed,Brigade Road,HSR Layout Sector 1 North,70,RD9574055458174109,8.75,307.18,29.34,336.52,phonePy,2024-07-11 04:48:20
parcel,completed,Malleshwaram 9th Block,Rajajinagar 4th Block,106,RD3714687174482889,16.11,778.16,20.33,798.49,phonePy,2024-07-08 17:42:20
bike lite,completed,Mysore Road,JP Nagar 4th Phase,99,RD7573576723921864,22.21,29.57,5.38,34.95,phonePy,2024-06-23 20:36:20
bike,completed,Sarjapur Road,Jayanagar 9th Block East,47,RD9144101665298869,26.05,406.19,42.39,448.58,Cash,2024-06-24 20:28:20
cab economy,completed,Jayanagar 6th Block East,Jayanagar 1st Block East,113,RD2647069768799266,41.54,136.41,34.57,170.98,Amazon Pay,2024-07-15 23:08:20
bike,completed,Indiranagar 3rd Stage,MG Road North,93,RD8034474385362341,38.55,568.11,23.11,591.22,Paytm,2024-07-15 04:54:20
bike,completed,Yelahanka Old Town,Whitefield Mahadevapura,101,RD4335783907499828,1.06,782.19,21.64,803.83,phonePy,2024-07-04 10:45:20
bike lite,completed,Marathahalli South,Kammanahalli,98,RD2084784062559811,47.31,721.01,18.94,739.95,Cash,2024-07-17 15:41:20
auto,completed,Jayanagar 1st Block,JP Nagar Phase 5,27,RD6652730421253556,8.9,602.47,45.02,647.49,Amazon Pay,2024-07-07 12:37:20
auto share,completed,MG Road Central,Malleshwaram East,95,RD3762945627107998,47.14,304.45,12.23,316.68,Cash,2024-06-30 12:14:20
cab economy,completed,Chikpet,JP Nagar 8th Phase,105,RD3561838918225505,13.56,255.42,39.66,295.08,Cash,2024-07-07 17:01:20
auto share,completed,Koramangala 9th Block,JP Nagar 3rd Phase,12,RD8497631936700247,26.69,271.83,46.3,318.13,Paytm,2024-07-04 00:54:20
parcel,completed,Basaveshwara Nagar,Whitefield ECC Road,36,RD8303211496914163,45.21,653.27,32.41,685.68,QR scan,2024-06-23 01:34:20
auto share,completed,HSR Layout East,Nayandahalli,102,RD3616770846141866,15.41,657.11,35.53,692.64,GPay,2024-07-14 20:25:20
auto,completed,Whitefield West,Shantinagar,57,RD5462795726573569,44.37,526.68,20.82,547.5,Cash,2024-07-04 07:19:20
bike lite,completed,JP Nagar 5th Phase,JP Nagar Phase 1,16,RD3269071745517723,5.21,220.71,16.29,237.0,Amazon Pay,2024-07-12 02:47:20
cab premium,completed,Whitefield East,JP Nagar Phase 10,67,RD1447532573504946,4.21,557.17,29.48,586.65,GPay,2024-07-16 22:13:20
cab premium,completed,HSR Layout South,Rajajinagar 2nd Block,22,RD6400350589702593,17.31,35.34,21.89,57.23,Cash,2024-07-07 13:01:20
cab premium,completed,Marathahalli Outer Ring Road,Banashankari 6th Stage,9,RD5280413306564955,33.6,222.43,7.89,230.32,Cash,2024-07-05 12:14:20
parcel,completed,Ganganagar,Brigade Road Residency Road,89,RD3428938130043412,43.52,75.59,30.81,106.4,phonePy,2024-07-07 18:10:20
auto,completed,Tumkur Road,Seshadripuram,111,RD6224557389551148,7.58,581.12,16.52,597.64,Paytm,2024-07-01 07:26:20
bike,completed,Whitefield North,MG Road North,26,RD6902183657077521,39.15,292.07,6.86,298.93,Cash,2024-07-10 12:17:20
cab premium,completed,BTM Layout 4th Stage,Malleshwaram 6th Block,9,RD3723439674459962,44.14,609.26,26.29,635.55,QR scan,2024-06-25 07:22:20
auto share,completed,Jayanagar 5th Block East,Whitefield Nallurhalli,32,RD6286402518159202,43.98,492.75,32.44,525.19,phonePy,2024-07-03 20:56:20
bike lite,completed,Koramangala,Indiranagar South,76,RD6131133198549405,1.86,31.75,15.74,47.49,Amazon Pay,2024-06-27 13:31:20
parcel,completed,JP Nagar Phase 4,Rajajinagar 4th Block,64,RD5247024687585646,49.28,719.67,8.17,727.84,phonePy,2024-07-17 09:44:20
auto,completed,Avenue Road,Brigade Road Mota Royal Arcade,61,RD9095057074929105,21.54,350.92,44.52,395.44,QR scan,2024-07-05 21:35:20
parcel,completed,Kundalahalli,JP Nagar 10th Phase,22,RD1486386324087436,36.9,593.31,22.65,615.96,QR scan,2024-07-08 01:38:20
auto,completed,Hebbal Kodigehalli,Rajajinagar 4th Block,37,RD9043540310340144,17.03,518.34,30.56,548.9,GPay,2024-07-20 01:26:20
cab premium,completed,JP Nagar Phase 3,Koramangala 1st Block,30,RD3010522815421514,42.49,411.62,49.36,460.98,Amazon Pay,2024-07-09 06:39:20
bike lite,completed,Koramangala 5th Block,MG Road Central,64,RD8052588635904098,21.0,950.08,25.73,975.81,Paytm,2024-07-04 21:42:20
cab premium,completed,Koramangala 3rd Block,Sarjapur Road,110,RD9510871631139618,8.6,795.53,37.99,833.52,GPay,2024-06-25 17:37:20
cab premium,completed,Marathahalli Outer Ring Road,Indiranagar 6th Stage,10,RD8154195191183353,10.85,699.49,28.61,728.1,GPay,2024-07-14 23:29:20
cab economy,completed,JP Nagar Phase 8,Banashankari 5th Stage,17,RD3032175237303756,6.66,854.47,4.05,858.52,QR scan,2024-07-21 16:03:20
parcel,completed,HSR Layout Sector 1,Indiranagar 10th Stage,85,RD2587241219594196,21.19,141.54,15.34,156.88,Paytm,2024-07-09 10:11:20
parcel,completed,Cunningham Road,Banashankari,6,RD8340375893779018,31.52,616.24,8.09,624.33,phonePy,2024-07-03 19:07:20
auto,completed,Cubbon Park,Bagmane Tech Park,112,RD9604226952770475,17.16,269.51,43.98,313.49,GPay,2024-07-08 08:48:20
auto,completed,Ashok Nagar,Indiranagar 1st Stage,111,RD4637535986591802,23.42,637.09,22.62,659.71,QR scan,2024-06-25 06:32:20
auto,completed,Indiranagar West,Brigade Road East,9,RD7624760623215944,27.36,380.06,29.79,409.85,QR scan,2024-07-08 06:29:20
auto share,completed,Marathahalli East,Brigade Road Richmond Road,17,RD4955087258708134,34.56,70.13,37.4,107.53,phonePy,2024-07-05 19:28:20
auto,completed,Hennur,Marathahalli South,65,RD6080952993882297,18.77,291.67,47.81,339.48,QR scan,2024-07-10 02:53:20
bike lite,completed,Hennur,Indiranagar 8th Stage,97,RD8537698198964095,29.57,777.33,47.17,824.5,GPay,2024-07-18 18:09:20
auto,completed,Indiranagar South,Mathikere,101,RD4428078116405875,10.1,764.37,0.48,764.85,Cash,2024-07-08 12:32:20
cab economy,completed,Anand Nagar,Commercial Street,109,RD9195970345270458,17.48,78.73,23.79,102.52,Paytm,2024-07-04 06:17:20
auto share,completed,Basaveshwara Nagar,Banashankari 2nd Stage,44,RD8180594795970153,5.18,640.98,9.43,650.41,QR scan,2024-07-10 01:21:20
parcel,completed,Rajajinagar,Electronic City South,49,RD2523607366898327,17.81,182.72,46.55,229.27,phonePy,2024-07-17 16:25:20
auto,completed,HSR Layout Central,Frazer Town,80,RD1014128311446585,27.98,501.39,22.81,524.2,Cash,2024-07-16 04:54:20
parcel,completed,JP Nagar 2nd Phase,HSR Layout Sector 1 North,28,RD9764900536172282,8.83,167.39,5.0,172.39,Amazon Pay,2024-07-13 16:59:20
auto,completed,Jayanagar 6th Block East,Koramangala West,12,RD9844322569562971,29.42,558.56,46.05,604.61,QR scan,2024-07-23 08:17:20
bike lite,completed,Indiranagar 5th Stage,Indiranagar South,44,RD5239488254713727,49.78,718.3,35.36,753.66,GPay,2024-06-23 09:04:20
auto,completed,JP Nagar Phase 2,Nagarbhavi,9,RD3642094155494277,36.45,316.73,24.35,341.08,Cash,2024-07-16 22:52:20
auto,completed,Indiranagar Central,JP Nagar Central,94,RD2425243623422815,28.54,86.85,48.05,134.9,QR scan,2024-06-30 12:58:20
bike,completed,Doddanekundi,Whitefield South,6,RD5092714697333949,16.27,916.83,20.81,937.64,phonePy,2024-07-09 19:28:20
cab premium,completed,Electronic City,Malleshwaram 2nd Block,110,RD9343038178859420,25.58,986.36,48.49,1034.85,Paytm,2024-07-16 18:55:20
parcel,completed,Hebbal South,Nandini Layout,21,RD5942977589520296,38.16,442.36,46.17,488.53,GPay,2024-07-18 19:27:20
cab economy,completed,Hebbal North,Hebbal Sanjay Nagar,95,RD9664018832227411,3.33,35.89,28.1,63.99,Amazon Pay,2024-07-10 12:19:20
cab premium,completed,JP Nagar Phase 1,Whitefield Channasandra,54,RD4091559850392042,49.33,67.57,10.22,77.79,Cash,2024-07-17 16:01:20
auto,completed,HSR Layout South,Whitefield North,90,RD1559795468866986,31.22,684.56,9.96,694.52,Paytm,2024-07-23 20:09:20
auto share,completed,Banashankari 4th Stage,Koramangala 10th Block,82,RD4288643562062461,13.57,509.15,7.39,516.54,Amazon Pay,2024-06-25 10:09:20
bike lite,completed,Varthur,Electronic City South,89,RD8711180913161494,37.82,580.87,8.03,588.9,Cash,2024-07-05 12:14:20
bike,completed,Koramangala East,JP Nagar 7th Phase,38,RD4714889972607526,41.02,818.53,4.28,822.81,GPay,2024-07-03 23:38:20
bike,completed,Koramangala 9th Block,Brigade Road Central,117,RD8870982419063888,43.14,306.62,27.3,333.92,GPay,2024-06-29 08:46:20
auto,completed,JP Nagar Phase 4,Indiranagar,20,RD1080900395493465,41.66,973.38,27.31,1000.69,Amazon Pay,2024-07-17 19:18:20
parcel,completed,Hebbal East,Marathahalli,37,RD6066334346565141,4.49,978.15,27.24,1005.39,Paytm,2024-07-03 15:21:20
cab premium,completed,Banashankari 7th Stage,Whitefield West,11,RD6628198125925711,27.82,746.65,9.87,756.52,Amazon Pay,2024-06-25 06:19:20
auto share,completed,Malleshwaram West,Banashankari,94,RD3308428844109066,29.64,246.88,26.62,273.5,Amazon Pay,2024-06-27 18:20:20
cab economy,completed,MG Road Mayo Hall,JP Nagar 10th Phase,89,RD3324694195743281,4.55,826.05,46.83,872.88,Cash,2024-06-27 15:32:20
auto,completed,Bellandur,Brigade Road Central,47,RD8972824403254623,42.51,267.12,48.73,315.85,Amazon Pay,2024-07-05 02:44:20
cab premium,completed,Malleshwaram East,JP Nagar 1st Phase,37,RD1191136401298959,12.88,544.05,49.48,593.53,GPay,2024-07-10 14:29:20
auto share,completed,Jayanagar 3rd Block,Jayanagar 7th Block East,64,RD9392071992864621,21.01,723.86,34.89,758.75,Paytm,2024-06-27 03:43:20
bike lite,completed,Richmond Town,Malleshwaram East,11,RD9099730161120506,23.24,903.61,2.83,906.44,GPay,2024-07-16 15:33:20
parcel,completed,Hebbal Byatarayanapura,Chikpet,66,RD8748419258334785,44.89,455.05,5.69,460.74,Amazon Pay,2024-07-01 23:01:20
